date,UTLA,confirm,type,GSS_CD
10/03/2020,Derbyshire,4,UTLA,E10000007
10/03/2020,Devon,13,UTLA,E10000008
10/03/2020,Doncaster,0,UTLA,E08000017
10/03/2020,Dorset,0,UTLA,E06000059
10/03/2020,Dudley,1,UTLA,E08000027
10/03/2020,Ealing,5,UTLA,E09000009
10/03/2020,East Riding of Yorkshire,0,UTLA,E06000011
10/03/2020,East Sussex,0,UTLA,E10000011
10/03/2020,Enfield,1,UTLA,E09000010
10/03/2020,Essex,5,UTLA,E10000012
10/03/2020,Gateshead,0,UTLA,E08000037
10/03/2020,Gloucestershire,3,UTLA,E10000013
10/03/2020,Greenwich,1,UTLA,E09000011
10/03/2020,Hackney and City of London,3,UTLA,E09000012
10/03/2020,Halton,0,UTLA,E06000006
10/03/2020,Hammersmith and Fulham,2,UTLA,E09000013
10/03/2020,Hampshire,10,UTLA,E10000014
10/03/2020,Haringey,1,UTLA,E09000014
10/03/2020,Harrow,1,UTLA,E09000015
10/03/2020,Hartlepool,0,UTLA,E06000001
10/03/2020,Havering,2,UTLA,E09000016
10/03/2020,"Herefordshire, County of",1,UTLA,E06000019
10/03/2020,Hertfordshire,16,UTLA,E10000015
10/03/2020,Hillingdon,1,UTLA,E09000017
10/03/2020,Hounslow,5,UTLA,E09000018
10/03/2020,Isle of Wight,1,UTLA,E06000046
10/03/2020,Islington,1,UTLA,E09000019
10/03/2020,Kensington and Chelsea,13,UTLA,E09000020
10/03/2020,Kent,5,UTLA,E10000016
10/03/2020,"Kingston upon Hull, City of",1,UTLA,E06000010
10/03/2020,Kingston upon Thames,1,UTLA,E09000021
10/03/2020,Kirklees,0,UTLA,E08000034
10/03/2020,Knowsley,0,UTLA,E08000011
10/03/2020,Lambeth,4,UTLA,E09000022
10/03/2020,Lancashire,4,UTLA,E10000017
10/03/2020,Leeds,5,UTLA,E08000035
10/03/2020,Leicester,0,UTLA,E06000016
10/03/2020,Leicestershire,2,UTLA,E10000018
10/03/2020,Lewisham,3,UTLA,E09000023
10/03/2020,Lincolnshire,1,UTLA,E10000019
10/03/2020,Liverpool,5,UTLA,E08000012
10/03/2020,Luton,2,UTLA,E06000032
10/03/2020,Manchester,5,UTLA,E08000003
10/03/2020,Medway,2,UTLA,E06000035
10/03/2020,Merton,2,UTLA,E09000024
10/03/2020,Middlesbrough,0,UTLA,E06000002
10/03/2020,Milton Keynes,2,UTLA,E06000042
10/03/2020,Newcastle upon Tyne,4,UTLA,E08000021
10/03/2020,Newham,0,UTLA,E09000025
10/03/2020,Norfolk,0,UTLA,E10000020
10/03/2020,North East Lincolnshire,0,UTLA,E06000012
10/03/2020,North Lincolnshire,0,UTLA,E06000013
10/03/2020,North Somerset,1,UTLA,E06000024
10/03/2020,North Tyneside,1,UTLA,E08000022
10/03/2020,North Yorkshire,0,UTLA,E10000023
10/03/2020,Northamptonshire,5,UTLA,E10000021
10/03/2020,Northumberland,0,UTLA,E06000057
10/03/2020,Nottingham,2,UTLA,E06000018
10/03/2020,Nottinghamshire,5,UTLA,E10000024
10/03/2020,Oldham,4,UTLA,E08000004
10/03/2020,Oxfordshire,7,UTLA,E10000025
10/03/2020,Peterborough,1,UTLA,E06000031
10/03/2020,Plymouth,0,UTLA,E06000026
10/03/2020,Portsmouth,0,UTLA,E06000044
10/03/2020,Reading,0,UTLA,E06000038
10/03/2020,Redbridge,1,UTLA,E09000026
10/03/2020,Redcar and Cleveland,0,UTLA,E06000003
10/03/2020,Richmond upon Thames,1,UTLA,E09000027
10/03/2020,Rochdale,0,UTLA,E08000005
10/03/2020,Rotherham,1,UTLA,E08000018
10/03/2020,Rutland,0,UTLA,E06000017
10/03/2020,Salford,0,UTLA,E08000006
10/03/2020,Sandwell,0,UTLA,E08000028
10/03/2020,Sefton,0,UTLA,E08000014
10/03/2020,Sheffield,0,UTLA,E08000019
10/03/2020,Shropshire,1,UTLA,E06000051
10/03/2020,Slough,1,UTLA,E06000039
10/03/2020,Solihull,0,UTLA,E08000029
10/03/2020,Somerset,2,UTLA,E10000027
10/03/2020,South Gloucestershire,0,UTLA,E06000025
10/03/2020,South Tyneside,0,UTLA,E08000023
10/03/2020,Southampton,0,UTLA,E06000045
10/03/2020,Southend-on-Sea,1,UTLA,E06000033
10/03/2020,Southwark,8,UTLA,E09000028
10/03/2020,St. Helens,0,UTLA,E08000013
10/03/2020,Staffordshire,4,UTLA,E10000028
10/03/2020,Stockport,0,UTLA,E08000007
10/03/2020,Stockton-on-Tees,0,UTLA,E06000004
10/03/2020,Stoke-on-Trent,0,UTLA,E06000021
10/03/2020,Suffolk,1,UTLA,E10000029
10/03/2020,Sunderland,1,UTLA,E08000024
10/03/2020,Surrey,6,UTLA,E10000030
10/03/2020,Sutton,2,UTLA,E09000029
10/03/2020,Swindon,2,UTLA,E06000030
10/03/2020,Tameside,1,UTLA,E08000008
10/03/2020,Telford and Wrekin,0,UTLA,E06000020
10/03/2020,Thurrock,0,UTLA,E06000034
10/03/2020,Torbay,7,UTLA,E06000027
10/03/2020,Tower Hamlets,4,UTLA,E09000030
10/03/2020,Trafford,4,UTLA,E08000009
10/03/2020,Wakefield,0,UTLA,E08000036
10/03/2020,Walsall,0,UTLA,E08000030
10/03/2020,Waltham Forest,1,UTLA,E09000031
10/03/2020,Wandsworth,3,UTLA,E09000032
10/03/2020,Warrington,0,UTLA,E06000007
10/03/2020,Warwickshire,4,UTLA,E10000031
10/03/2020,West Berkshire,0,UTLA,E06000037
10/03/2020,West Sussex,3,UTLA,E10000032
10/03/2020,Westminster,5,UTLA,E09000033
10/03/2020,Wigan,3,UTLA,E08000010
10/03/2020,Wiltshire,4,UTLA,E06000054
10/03/2020,Windsor and Maidenhead,1,UTLA,E06000040
10/03/2020,Wirral,1,UTLA,E08000015
10/03/2020,Wokingham,3,UTLA,E06000041
10/03/2020,Wolverhampton,3,UTLA,E08000031
10/03/2020,Worcestershire,0,UTLA,E10000034
10/03/2020,York,3,UTLA,E06000014
10/03/2020,East of England,29,NHS_region,E40000007
10/03/2020,London,91,NHS_region,E40000003
10/03/2020,Midlands,36,NHS_region,E40000008
10/03/2020,North East and Yorkshire,24,NHS_region,E40000009
10/03/2020,North West,37,NHS_region,E40000010
10/03/2020,South East,51,NHS_region,E40000005
10/03/2020,South West,41,NHS_region,E40000006
10/03/2020,England,324,Country,E92
10/03/2020,Scotland,27,Country,S92
10/03/2020,Ayrshire and Arran,1,NHS_region,S08000015
10/03/2020,Borders,0,NHS_region,S08000016
10/03/2020,Dumfries and Gallow,0,NHS_region,S08000017
10/03/2020,Fife,2,NHS_region,S08000018
10/03/2020,Forth Valley,2,NHS_region,S08000019
10/03/2020,Grampian,6,NHS_region,S08000020
10/03/2020,Greater Glasgow and Clyde,3,NHS_region,S08000021
10/03/2020,Highlands,0,NHS_region,S08000022
10/03/2020,Lanarkshire,3,NHS_region,S08000023
10/03/2020,Lothian,7,NHS_region,S08000024
10/03/2020,Shetland,2,NHS_region,S08000026
10/03/2020,Tayside,1,NHS_region,S08000027
11/03/2020,Barking and Dagenham,1,UTLA,E09000002
11/03/2020,Barnet,8,UTLA,E09000003
11/03/2020,Barnsley,2,UTLA,E08000016
11/03/2020,Bath and North East Somerset,0,UTLA,E06000022
11/03/2020,Bedford,0,UTLA,E06000055
11/03/2020,Bexley,0,UTLA,E09000004
11/03/2020,Birmingham,2,UTLA,E08000025
11/03/2020,Blackburn with Darwen,0,UTLA,E06000008
11/03/2020,Blackpool,0,UTLA,E06000009
11/03/2020,Bolton,3,UTLA,E08000001
11/03/2020,"Bournemouth, Christchurch and Poole",3,UTLA,E06000058
11/03/2020,Bracknell Forest,2,UTLA,E06000036
11/03/2020,Bradford,1,UTLA,E08000032
11/03/2020,Brent,3,UTLA,E09000005
11/03/2020,Brighton and Hove,8,UTLA,E06000043
11/03/2020,"Bristol, City of",3,UTLA,E06000023
11/03/2020,Bromley,2,UTLA,E09000006
11/03/2020,Buckinghamshire,2,UTLA,E10000002
11/03/2020,Bury,3,UTLA,E08000002
11/03/2020,Calderdale,0,UTLA,E08000033
11/03/2020,Cambridgeshire,1,UTLA,E10000003
11/03/2020,Camden,7,UTLA,E09000007
11/03/2020,Central Bedfordshire,0,UTLA,E06000056
11/03/2020,Cheshire East,0,UTLA,E06000049
11/03/2020,Cheshire West and Chester,0,UTLA,E06000050
11/03/2020,Cornwall and Isles of Scilly,5,UTLA,E06000052
11/03/2020,County Durham,1,UTLA,E06000047
11/03/2020,Coventry,3,UTLA,E08000026
11/03/2020,Croydon,1,UTLA,E09000008
11/03/2020,Cumbria,7,UTLA,E10000006
11/03/2020,Darlington,0,UTLA,E06000005
11/03/2020,Derby,1,UTLA,E06000015
11/03/2020,Derbyshire,4,UTLA,E10000007
11/03/2020,Devon,13,UTLA,E10000008
11/03/2020,Doncaster,0,UTLA,E08000017
11/03/2020,Dorset,0,UTLA,E06000059
11/03/2020,Dudley,1,UTLA,E08000027
11/03/2020,Ealing,5,UTLA,E09000009
11/03/2020,East Riding of Yorkshire,0,UTLA,E06000011
11/03/2020,East Sussex,0,UTLA,E10000011
11/03/2020,Enfield,1,UTLA,E09000010
11/03/2020,Essex,6,UTLA,E10000012
11/03/2020,Gateshead,0,UTLA,E08000037
11/03/2020,Gloucestershire,4,UTLA,E10000013
11/03/2020,Greenwich,1,UTLA,E09000011
11/03/2020,Hackney and City of London,4,UTLA,E09000012
11/03/2020,Halton,0,UTLA,E06000006
11/03/2020,Hammersmith and Fulham,3,UTLA,E09000013
11/03/2020,Hampshire,13,UTLA,E10000014
11/03/2020,Haringey,1,UTLA,E09000014
11/03/2020,Harrow,1,UTLA,E09000015
11/03/2020,Hartlepool,0,UTLA,E06000001
11/03/2020,Havering,2,UTLA,E09000016
11/03/2020,"Herefordshire, County of",1,UTLA,E06000019
11/03/2020,Hertfordshire,18,UTLA,E10000015
11/03/2020,Hillingdon,3,UTLA,E09000017
11/03/2020,Hounslow,5,UTLA,E09000018
11/03/2020,Isle of Wight,1,UTLA,E06000046
11/03/2020,Islington,1,UTLA,E09000019
11/03/2020,Kensington and Chelsea,15,UTLA,E09000020
11/03/2020,Kent,5,UTLA,E10000016
11/03/2020,"Kingston upon Hull, City of",1,UTLA,E06000010
11/03/2020,Kingston upon Thames,1,UTLA,E09000021
11/03/2020,Kirklees,1,UTLA,E08000034
11/03/2020,Knowsley,0,UTLA,E08000011
11/03/2020,Lambeth,5,UTLA,E09000022
11/03/2020,Lancashire,5,UTLA,E10000017
11/03/2020,Leeds,5,UTLA,E08000035
11/03/2020,Leicester,0,UTLA,E06000016
11/03/2020,Leicestershire,2,UTLA,E10000018
11/03/2020,Lewisham,3,UTLA,E09000023
11/03/2020,Lincolnshire,1,UTLA,E10000019
11/03/2020,Liverpool,6,UTLA,E08000012
11/03/2020,Luton,2,UTLA,E06000032
11/03/2020,Manchester,5,UTLA,E08000003
11/03/2020,Medway,2,UTLA,E06000035
11/03/2020,Merton,2,UTLA,E09000024
11/03/2020,Middlesbrough,0,UTLA,E06000002
11/03/2020,Milton Keynes,2,UTLA,E06000042
11/03/2020,Newcastle upon Tyne,6,UTLA,E08000021
11/03/2020,Newham,0,UTLA,E09000025
11/03/2020,Norfolk,0,UTLA,E10000020
11/03/2020,North East Lincolnshire,0,UTLA,E06000012
11/03/2020,North Lincolnshire,1,UTLA,E06000013
11/03/2020,North Somerset,0,UTLA,E06000024
11/03/2020,North Tyneside,2,UTLA,E08000022
11/03/2020,North Yorkshire,0,UTLA,E10000023
11/03/2020,Northamptonshire,5,UTLA,E10000021
11/03/2020,Northumberland,0,UTLA,E06000057
11/03/2020,Nottingham,3,UTLA,E06000018
11/03/2020,Nottinghamshire,6,UTLA,E10000024
11/03/2020,Oldham,4,UTLA,E08000004
11/03/2020,Oxfordshire,9,UTLA,E10000025
11/03/2020,Peterborough,1,UTLA,E06000031
11/03/2020,Plymouth,0,UTLA,E06000026
11/03/2020,Portsmouth,0,UTLA,E06000044
11/03/2020,Reading,0,UTLA,E06000038
11/03/2020,Redbridge,1,UTLA,E09000026
11/03/2020,Redcar and Cleveland,0,UTLA,E06000003
11/03/2020,Richmond upon Thames,1,UTLA,E09000027
11/03/2020,Rochdale,1,UTLA,E08000005
11/03/2020,Rotherham,1,UTLA,E08000018
11/03/2020,Rutland,0,UTLA,E06000017
11/03/2020,Salford,0,UTLA,E08000006
11/03/2020,Sandwell,0,UTLA,E08000028
11/03/2020,Sefton,1,UTLA,E08000014
11/03/2020,Sheffield,1,UTLA,E08000019
11/03/2020,Shropshire,2,UTLA,E06000051
11/03/2020,Slough,1,UTLA,E06000039
11/03/2020,Solihull,0,UTLA,E08000029
11/03/2020,Somerset,2,UTLA,E10000027
11/03/2020,South Gloucestershire,1,UTLA,E06000025
11/03/2020,South Tyneside,0,UTLA,E08000023
11/03/2020,Southampton,0,UTLA,E06000045
11/03/2020,Southend-on-Sea,1,UTLA,E06000033
11/03/2020,Southwark,9,UTLA,E09000028
11/03/2020,St. Helens,0,UTLA,E08000013
11/03/2020,Staffordshire,4,UTLA,E10000028
11/03/2020,Stockport,0,UTLA,E08000007
11/03/2020,Stockton-on-Tees,2,UTLA,E06000004
11/03/2020,Stoke-on-Trent,0,UTLA,E06000021
11/03/2020,Suffolk,1,UTLA,E10000029
11/03/2020,Sunderland,1,UTLA,E08000024
11/03/2020,Surrey,10,UTLA,E10000030
11/03/2020,Sutton,4,UTLA,E09000029
11/03/2020,Swindon,2,UTLA,E06000030
11/03/2020,Tameside,1,UTLA,E08000008
11/03/2020,Telford and Wrekin,0,UTLA,E06000020
11/03/2020,Thurrock,0,UTLA,E06000034
11/03/2020,Torbay,7,UTLA,E06000027
11/03/2020,Tower Hamlets,4,UTLA,E09000030
11/03/2020,Trafford,4,UTLA,E08000009
11/03/2020,Wakefield,0,UTLA,E08000036
11/03/2020,Walsall,0,UTLA,E08000030
11/03/2020,Waltham Forest,1,UTLA,E09000031
11/03/2020,Wandsworth,3,UTLA,E09000032
11/03/2020,Warrington,1,UTLA,E06000007
11/03/2020,Warwickshire,4,UTLA,E10000031
11/03/2020,West Berkshire,0,UTLA,E06000037
11/03/2020,West Sussex,3,UTLA,E10000032
11/03/2020,Westminster,6,UTLA,E09000033
11/03/2020,Wigan,3,UTLA,E08000010
11/03/2020,Wiltshire,4,UTLA,E06000054
11/03/2020,Windsor and Maidenhead,1,UTLA,E06000040
11/03/2020,Wirral,2,UTLA,E08000015
11/03/2020,Wokingham,3,UTLA,E06000041
11/03/2020,Wolverhampton,4,UTLA,E08000031
11/03/2020,Worcestershire,0,UTLA,E10000034
11/03/2020,York,3,UTLA,E06000014
11/03/2020,East of England,32,NHS_region,E40000007
11/03/2020,London,104,NHS_region,E40000003
11/03/2020,Midlands,42,NHS_region,E40000008
11/03/2020,North East and Yorkshire,32,NHS_region,E40000009
11/03/2020,North West,43,NHS_region,E40000010
11/03/2020,South East,60,NHS_region,E40000005
11/03/2020,South West,44,NHS_region,E40000006
11/03/2020,England,387,Country,E92
11/03/2020,Scotland,36,Country,S92
11/03/2020,Ayrshire and Arran,3,NHS_region,S08000015
11/03/2020,Borders,2,NHS_region,S08000016
11/03/2020,Dumfries and Gallow,0,NHS_region,S08000017
11/03/2020,Fife,2,NHS_region,S08000018
11/03/2020,Forth Valley,2,NHS_region,S08000019
11/03/2020,Grampian,6,NHS_region,S08000020
11/03/2020,Greater Glasgow and Clyde,5,NHS_region,S08000021
11/03/2020,Highlands,0,NHS_region,S08000022
11/03/2020,Lanarkshire,4,NHS_region,S08000023
11/03/2020,Lothian,8,NHS_region,S08000024
11/03/2020,Shetland,2,NHS_region,S08000026
11/03/2020,Tayside,2,NHS_region,S08000027
12/03/2020,Barking and Dagenham,3,UTLA,E09000002
12/03/2020,Barnet,9,UTLA,E09000003
12/03/2020,Barnsley,2,UTLA,E08000016
12/03/2020,Bath and North East Somerset,0,UTLA,E06000022
12/03/2020,Bedford,0,UTLA,E06000055
12/03/2020,Bexley,0,UTLA,E09000004
12/03/2020,Birmingham,2,UTLA,E08000025
12/03/2020,Blackburn with Darwen,0,UTLA,E06000008
12/03/2020,Blackpool,2,UTLA,E06000009
12/03/2020,Bolton,3,UTLA,E08000001
12/03/2020,"Bournemouth, Christchurch and Poole",3,UTLA,E06000058
12/03/2020,Bracknell Forest,4,UTLA,E06000036
12/03/2020,Bradford,3,UTLA,E08000032
12/03/2020,Brent,3,UTLA,E09000005
12/03/2020,Brighton and Hove,8,UTLA,E06000043
12/03/2020,"Bristol, City of",3,UTLA,E06000023
12/03/2020,Bromley,2,UTLA,E09000006
12/03/2020,Buckinghamshire,4,UTLA,E10000002
12/03/2020,Bury,3,UTLA,E08000002
12/03/2020,Calderdale,2,UTLA,E08000033
12/03/2020,Cambridgeshire,1,UTLA,E10000003
12/03/2020,Camden,11,UTLA,E09000007
12/03/2020,Central Bedfordshire,0,UTLA,E06000056
12/03/2020,Cheshire East,0,UTLA,E06000049
12/03/2020,Cheshire West and Chester,2,UTLA,E06000050
12/03/2020,Cornwall and Isles of Scilly,5,UTLA,E06000052
12/03/2020,County Durham,1,UTLA,E06000047
12/03/2020,Coventry,3,UTLA,E08000026
12/03/2020,Croydon,1,UTLA,E09000008
12/03/2020,Cumbria,7,UTLA,E10000006
12/03/2020,Darlington,0,UTLA,E06000005
12/03/2020,Derby,1,UTLA,E06000015
12/03/2020,Derbyshire,4,UTLA,E10000007
12/03/2020,Devon,13,UTLA,E10000008
12/03/2020,Doncaster,0,UTLA,E08000017
12/03/2020,Dorset,0,UTLA,E06000059
12/03/2020,Dudley,1,UTLA,E08000027
12/03/2020,Ealing,5,UTLA,E09000009
12/03/2020,East Riding of Yorkshire,0,UTLA,E06000011
12/03/2020,East Sussex,0,UTLA,E10000011
12/03/2020,Enfield,1,UTLA,E09000010
12/03/2020,Essex,6,UTLA,E10000012
12/03/2020,Gateshead,0,UTLA,E08000037
12/03/2020,Gloucestershire,3,UTLA,E10000013
12/03/2020,Greenwich,1,UTLA,E09000011
12/03/2020,Hackney and City of London,4,UTLA,E09000012
12/03/2020,Halton,0,UTLA,E06000006
12/03/2020,Hammersmith and Fulham,3,UTLA,E09000013
12/03/2020,Hampshire,15,UTLA,E10000014
12/03/2020,Haringey,3,UTLA,E09000014
12/03/2020,Harrow,1,UTLA,E09000015
12/03/2020,Hartlepool,0,UTLA,E06000001
12/03/2020,Havering,2,UTLA,E09000016
12/03/2020,"Herefordshire, County of",1,UTLA,E06000019
12/03/2020,Hertfordshire,18,UTLA,E10000015
12/03/2020,Hillingdon,3,UTLA,E09000017
12/03/2020,Hounslow,5,UTLA,E09000018
12/03/2020,Isle of Wight,1,UTLA,E06000046
12/03/2020,Islington,1,UTLA,E09000019
12/03/2020,Kensington and Chelsea,19,UTLA,E09000020
12/03/2020,Kent,9,UTLA,E10000016
12/03/2020,"Kingston upon Hull, City of",1,UTLA,E06000010
12/03/2020,Kingston upon Thames,1,UTLA,E09000021
12/03/2020,Kirklees,1,UTLA,E08000034
12/03/2020,Knowsley,0,UTLA,E08000011
12/03/2020,Lambeth,7,UTLA,E09000022
12/03/2020,Lancashire,5,UTLA,E10000017
12/03/2020,Leeds,7,UTLA,E08000035
12/03/2020,Leicester,2,UTLA,E06000016
12/03/2020,Leicestershire,2,UTLA,E10000018
12/03/2020,Lewisham,5,UTLA,E09000023
12/03/2020,Lincolnshire,1,UTLA,E10000019
12/03/2020,Liverpool,8,UTLA,E08000012
12/03/2020,Luton,2,UTLA,E06000032
12/03/2020,Manchester,7,UTLA,E08000003
12/03/2020,Medway,2,UTLA,E06000035
12/03/2020,Merton,2,UTLA,E09000024
12/03/2020,Middlesbrough,0,UTLA,E06000002
12/03/2020,Milton Keynes,2,UTLA,E06000042
12/03/2020,Newcastle upon Tyne,6,UTLA,E08000021
12/03/2020,Newham,0,UTLA,E09000025
12/03/2020,Norfolk,0,UTLA,E10000020
12/03/2020,North East Lincolnshire,0,UTLA,E06000012
12/03/2020,North Lincolnshire,1,UTLA,E06000013
12/03/2020,North Somerset,0,UTLA,E06000024
12/03/2020,North Tyneside,2,UTLA,E08000022
12/03/2020,North Yorkshire,4,UTLA,E10000023
12/03/2020,Northamptonshire,5,UTLA,E10000021
12/03/2020,Northumberland,0,UTLA,E06000057
12/03/2020,Nottingham,3,UTLA,E06000018
12/03/2020,Nottinghamshire,6,UTLA,E10000024
12/03/2020,Oldham,4,UTLA,E08000004
12/03/2020,Oxfordshire,17,UTLA,E10000025
12/03/2020,Peterborough,1,UTLA,E06000031
12/03/2020,Plymouth,0,UTLA,E06000026
12/03/2020,Portsmouth,0,UTLA,E06000044
12/03/2020,Reading,2,UTLA,E06000038
12/03/2020,Redbridge,1,UTLA,E09000026
12/03/2020,Redcar and Cleveland,0,UTLA,E06000003
12/03/2020,Richmond upon Thames,1,UTLA,E09000027
12/03/2020,Rochdale,1,UTLA,E08000005
12/03/2020,Rotherham,1,UTLA,E08000018
12/03/2020,Rutland,0,UTLA,E06000017
12/03/2020,Salford,0,UTLA,E08000006
12/03/2020,Sandwell,0,UTLA,E08000028
12/03/2020,Sefton,1,UTLA,E08000014
12/03/2020,Sheffield,3,UTLA,E08000019
12/03/2020,Shropshire,2,UTLA,E06000051
12/03/2020,Slough,1,UTLA,E06000039
12/03/2020,Solihull,0,UTLA,E08000029
12/03/2020,Somerset,1,UTLA,E10000027
12/03/2020,South Gloucestershire,1,UTLA,E06000025
12/03/2020,South Tyneside,0,UTLA,E08000023
12/03/2020,Southampton,0,UTLA,E06000045
12/03/2020,Southend-on-Sea,1,UTLA,E06000033
12/03/2020,Southwark,11,UTLA,E09000028
12/03/2020,St. Helens,0,UTLA,E08000013
12/03/2020,Staffordshire,4,UTLA,E10000028
12/03/2020,Stockport,0,UTLA,E08000007
12/03/2020,Stockton-on-Tees,2,UTLA,E06000004
12/03/2020,Stoke-on-Trent,0,UTLA,E06000021
12/03/2020,Suffolk,1,UTLA,E10000029
12/03/2020,Sunderland,1,UTLA,E08000024
12/03/2020,Surrey,13,UTLA,E10000030
12/03/2020,Sutton,5,UTLA,E09000029
12/03/2020,Swindon,2,UTLA,E06000030
12/03/2020,Tameside,1,UTLA,E08000008
12/03/2020,Telford and Wrekin,0,UTLA,E06000020
12/03/2020,Thurrock,0,UTLA,E06000034
12/03/2020,Torbay,7,UTLA,E06000027
12/03/2020,Tower Hamlets,6,UTLA,E09000030
12/03/2020,Trafford,4,UTLA,E08000009
12/03/2020,Wakefield,0,UTLA,E08000036
12/03/2020,Walsall,0,UTLA,E08000030
12/03/2020,Waltham Forest,1,UTLA,E09000031
12/03/2020,Wandsworth,7,UTLA,E09000032
12/03/2020,Warrington,1,UTLA,E06000007
12/03/2020,Warwickshire,4,UTLA,E10000031
12/03/2020,West Berkshire,0,UTLA,E06000037
12/03/2020,West Sussex,3,UTLA,E10000032
12/03/2020,Westminster,12,UTLA,E09000033
12/03/2020,Wigan,3,UTLA,E08000010
12/03/2020,Wiltshire,4,UTLA,E06000054
12/03/2020,Windsor and Maidenhead,1,UTLA,E06000040
12/03/2020,Wirral,4,UTLA,E08000015
12/03/2020,Wokingham,3,UTLA,E06000041
12/03/2020,Wolverhampton,4,UTLA,E08000031
12/03/2020,Worcestershire,0,UTLA,E10000034
12/03/2020,York,3,UTLA,E06000014
12/03/2020,East of England,32,NHS_region,E40000007
12/03/2020,London,136,NHS_region,E40000003
12/03/2020,Midlands,44,NHS_region,E40000008
12/03/2020,North East and Yorkshire,44,NHS_region,E40000009
12/03/2020,North West,53,NHS_region,E40000010
12/03/2020,South East,83,NHS_region,E40000005
12/03/2020,South West,42,NHS_region,E40000006
12/03/2020,England,491,Country,E92
12/03/2020,Scotland,60,Country,S92
12/03/2020,Wales,25,Country,W92
12/03/2020,Northern Ireland,20,Country,N92
12/03/2020,Ayrshire and Arran,4,NHS_region,S08000015
12/03/2020,Borders,2,NHS_region,S08000016
12/03/2020,Dumfries and Gallow,0,NHS_region,S08000017
12/03/2020,Fife,3,NHS_region,S08000018
12/03/2020,Forth Valley,6,NHS_region,S08000019
12/03/2020,Grampian,7,NHS_region,S08000020
12/03/2020,Greater Glasgow and Clyde,10,NHS_region,S08000021
12/03/2020,Highlands,0,NHS_region,S08000022
12/03/2020,Lanarkshire,7,NHS_region,S08000023
12/03/2020,Lothian,11,NHS_region,S08000024
12/03/2020,Shetland,6,NHS_region,S08000026
12/03/2020,Tayside,4,NHS_region,S08000027
13/03/2020,Barking and Dagenham,4,UTLA,E09000002
13/03/2020,Barnet,14,UTLA,E09000003
13/03/2020,Barnsley,2,UTLA,E08000016
13/03/2020,Bath and North East Somerset,0,UTLA,E06000022
13/03/2020,Bedford,0,UTLA,E06000055
13/03/2020,Bexley,1,UTLA,E09000004
13/03/2020,Birmingham,2,UTLA,E08000025
13/03/2020,Blackburn with Darwen,0,UTLA,E06000008
13/03/2020,Blackpool,2,UTLA,E06000009
13/03/2020,Bolton,3,UTLA,E08000001
13/03/2020,"Bournemouth, Christchurch and Poole",3,UTLA,E06000058
13/03/2020,Bracknell Forest,4,UTLA,E06000036
13/03/2020,Bradford,4,UTLA,E08000032
13/03/2020,Brent,4,UTLA,E09000005
13/03/2020,Brighton and Hove,9,UTLA,E06000043
13/03/2020,"Bristol, City of",5,UTLA,E06000023
13/03/2020,Bromley,4,UTLA,E09000006
13/03/2020,Buckinghamshire,7,UTLA,E10000002
13/03/2020,Bury,3,UTLA,E08000002
13/03/2020,Calderdale,2,UTLA,E08000033
13/03/2020,Cambridgeshire,1,UTLA,E10000003
13/03/2020,Camden,13,UTLA,E09000007
13/03/2020,Central Bedfordshire,0,UTLA,E06000056
13/03/2020,Cheshire East,0,UTLA,E06000049
13/03/2020,Cheshire West and Chester,3,UTLA,E06000050
13/03/2020,Cornwall and Isles of Scilly,5,UTLA,E06000052
13/03/2020,County Durham,1,UTLA,E06000047
13/03/2020,Coventry,3,UTLA,E08000026
13/03/2020,Croydon,1,UTLA,E09000008
13/03/2020,Cumbria,8,UTLA,E10000006
13/03/2020,Darlington,0,UTLA,E06000005
13/03/2020,Derby,1,UTLA,E06000015
13/03/2020,Derbyshire,4,UTLA,E10000007
13/03/2020,Devon,14,UTLA,E10000008
13/03/2020,Doncaster,0,UTLA,E08000017
13/03/2020,Dorset,1,UTLA,E06000059
13/03/2020,Dudley,4,UTLA,E08000027
13/03/2020,Ealing,8,UTLA,E09000009
13/03/2020,East Riding of Yorkshire,1,UTLA,E06000011
13/03/2020,East Sussex,0,UTLA,E10000011
13/03/2020,Enfield,2,UTLA,E09000010
13/03/2020,Essex,9,UTLA,E10000012
13/03/2020,Gateshead,1,UTLA,E08000037
13/03/2020,Gloucestershire,5,UTLA,E10000013
13/03/2020,Greenwich,1,UTLA,E09000011
13/03/2020,Hackney and City of London,5,UTLA,E09000012
13/03/2020,Halton,0,UTLA,E06000006
13/03/2020,Hammersmith and Fulham,5,UTLA,E09000013
13/03/2020,Hampshire,20,UTLA,E10000014
13/03/2020,Haringey,3,UTLA,E09000014
13/03/2020,Harrow,2,UTLA,E09000015
13/03/2020,Hartlepool,0,UTLA,E06000001
13/03/2020,Havering,1,UTLA,E09000016
13/03/2020,"Herefordshire, County of",1,UTLA,E06000019
13/03/2020,Hertfordshire,20,UTLA,E10000015
13/03/2020,Hillingdon,4,UTLA,E09000017
13/03/2020,Hounslow,5,UTLA,E09000018
13/03/2020,Isle of Wight,1,UTLA,E06000046
13/03/2020,Islington,1,UTLA,E09000019
13/03/2020,Kensington and Chelsea,21,UTLA,E09000020
13/03/2020,Kent,11,UTLA,E10000016
13/03/2020,"Kingston upon Hull, City of",1,UTLA,E06000010
13/03/2020,Kingston upon Thames,2,UTLA,E09000021
13/03/2020,Kirklees,1,UTLA,E08000034
